"","c(1:nrow(cleanDat))","rownames(cleanDat)","net$colors","kMEmagenta","kMEturquoise","kMEblack","kMEred","kMEbrown","kMEyellow","kMEgreen","kMEblue","kMEpink","kMEtableSortVector"
"RBM15|64783",12780,"RBM15|64783","turquoise",0.122897486200055,0.410583047150329,-0.00642113324035495,0.178098612780935,-0.101523866527882,0.0155516024015817,-0.043816619907739,-0.385654729015623,-0.190877798701258,"M1 turquoise|0.4106"
"SMEK1|55671",14440,"SMEK1|55671","turquoise",0.0670090342976338,0.410564197535391,0.200049994828638,0.141211097403172,0.0641161752215376,0.0357814691432993,0.0399175333663849,-0.456939934058128,-0.207075988715067,"M1 turquoise|0.4106"
"HCG18|414777",6859,"HCG18|414777","turquoise",0.109327506236256,0.410455334074644,-0.115078346711077,-0.123226944580989,-0.138697197562669,-0.151253350798951,0.073069747662483,-0.322818819964438,0.0164293007696747,"M1 turquoise|0.4105"
"GLYR1|84656",6370,"GLYR1|84656","turquoise",-0.0351015560567692,0.410290383169949,-0.202175237553915,-0.244017241417288,-0.116507752134781,-0.27888600227326,-0.235280441303166,-0.283081941324806,-0.344296896274951,"M1 turquoise|0.4103"
"SPIRE1|56907",14714,"SPIRE1|56907","turquoise",0.210524425649167,0.410184968688643,-0.049655378552868,-0.00283040814859728,-0.0251061128891965,0.0314010902558158,-0.147616068930908,-0.391399699272367,-0.0371867616562785,"M1 turquoise|0.4102"
"DCBLD1|285761",4197,"DCBLD1|285761","turquoise",0.286612229311751,0.409921325918044,-0.211774233705353,-0.070082878283084,-0.270497533753055,-0.162954688346081,-0.113024204524805,-0.280387730088029,-0.0136003604807731,"M1 turquoise|0.4099"
"ZNF207|7756",17292,"ZNF207|7756","turquoise",0.380530412618844,0.409922334807056,-0.157583046698022,-0.0777508099720818,-0.350031788378629,-0.1711849878072,0.020389083749281,-0.295025253928584,0.113190746283658,"M1 turquoise|0.4099"
"MCM9|254394",9449,"MCM9|254394","turquoise",0.0425586901074402,0.409765671642789,0.131738551997961,0.0939707333624651,0.0129066670095727,0.0042761313586641,0.353353554199174,-0.379999427453423,-0.142630361469596,"M1 turquoise|0.4098"
"OCLM|10896",10879,"OCLM|10896","turquoise",0.0648043303499146,0.409792410050541,0.0479269198514826,0.104964245588972,0.0186903127208543,0.0501945592727808,0.194727404579334,-0.400725227617579,-0.246285032222806,"M1 turquoise|0.4098"
"C17orf103|256302",1807,"C17orf103|256302","turquoise",-0.247280909501432,0.409676227928806,0.261560040671001,0.0915830208461741,0.296942824353372,0.141844953026326,-0.194421044508121,-0.459029268290722,-0.427917403507331,"M1 turquoise|0.4097"
"CNTLN|54875",3602,"CNTLN|54875","turquoise",0.114678671761697,0.409663827115783,0.014981105565822,-0.0325213139571054,-0.0415557781007591,-0.0168071992357297,-0.101284492016839,-0.378288321060807,-0.0127431395370432,"M1 turquoise|0.4097"
"NEK9|91754",10420,"NEK9|91754","turquoise",-0.0334096632900877,0.409158547386329,0.122303581682962,0.140985717206094,0.316158232173065,0.187237464409893,0.0597587869788957,-0.439603392433306,-0.294329241726492,"M1 turquoise|0.4092"
"CYorf15A|246126",4071,"CYorf15A|246126","turquoise",0.123141637965458,0.409105143615962,-0.280649302474617,-0.326716754451655,-0.326775637936765,-0.402059709356588,-0.120268709442714,-0.294466015145175,0.0357812832152975,"M1 turquoise|0.4091"
"AKT3|10000",468,"AKT3|10000","turquoise",-0.0808572078982713,0.408890315550236,-0.0881531317516193,0.0720729393675526,0.206776408280772,0.130738437263329,-0.259738598764599,-0.46073187059575,-0.270182791198061,"M1 turquoise|0.4089"
"TWSG1|57045",16337,"TWSG1|57045","turquoise",-0.0651361377594301,0.408523736607744,0.0710853616460621,0.0447632630409452,0.203121463630774,0.142521369680851,-0.405803986529989,-0.48753596643311,-0.356946202962881,"M1 turquoise|0.4085"
"NUP54|53371",10835,"NUP54|53371","turquoise",0.150624117634796,0.407800224515097,0.134566183077125,0.107067268508209,0.0190590112456586,0.0546442376317436,-0.0334484200834555,-0.428135825664722,-0.0239188946254941,"M1 turquoise|0.4078"
"NDFIP2|54602",10334,"NDFIP2|54602","turquoise",-0.16855083919019,0.407722297170732,0.0769056383585477,-0.116860173220572,0.0433793818852907,-0.235987867602012,-0.345511316597697,-0.440371752931961,-0.330761269196692,"M1 turquoise|0.4077"
"SLC23A2|9962",14117,"SLC23A2|9962","turquoise",0.104661917536822,0.407748579140593,-0.118943004844644,-0.097539669421567,-0.140462355081575,-0.0590999620366812,0.0229855096421685,-0.345477359680062,-0.207899821333687,"M1 turquoise|0.4077"
"NSUN4|387338",10746,"NSUN4|387338","turquoise",-0.0235586581899253,0.40755734555679,-0.0261618287308167,-0.102173071672179,-0.144827326917816,-0.245148892223827,-0.165181182176187,-0.322753885359468,-0.146965477540466,"M1 turquoise|0.4076"
"PCDH1|5097",11220,"PCDH1|5097","turquoise",-0.0473201119179534,0.407370989238532,-0.029694227528642,-0.0301144575425492,-0.108313392798707,-0.207616086954597,-0.340105007498601,-0.352083797786102,-0.456510626963446,"M1 turquoise|0.4074"
"MASP2|10747",9382,"MASP2|10747","turquoise",-0.103530987047855,0.407195249123391,0.32809886392181,0.196685595469069,0.232639822515706,0.138005277756119,0.334227999757729,-0.414862366601647,-0.338669649354938,"M1 turquoise|0.4072"
"C10orf46|143384",1565,"C10orf46|143384","turquoise",0.127519302829143,0.406964314217384,-0.192754741409356,-0.0131664090515074,-0.13260585137077,-0.163691754464936,-0.415109274487285,-0.35252386921156,-0.21453910040387,"M1 turquoise|0.407"
"GLS|2744",6354,"GLS|2744","turquoise",0.27960390651859,0.406772586009391,0.0106889099551962,0.280944093042587,0.140715568829393,0.337506447012139,-0.0405753434879727,-0.483789743345508,-0.0840588999651844,"M1 turquoise|0.4068"
"TRIM4|89122",16078,"TRIM4|89122","turquoise",0.0151348917145865,0.406849383042417,0.156353987774582,0.080693888811775,0.106867913045875,-0.000372856017455719,-0.213024751515988,-0.434563139782402,-0.151372067934959,"M1 turquoise|0.4068"
"CCDC111|201973",2744,"CCDC111|201973","turquoise",0.173199126815168,0.406694164426476,0.112113190119979,0.13517244902146,0.0791096935910658,0.0988957029857823,0.0638485801371459,-0.398298623577079,-0.0433328266304568,"M1 turquoise|0.4067"
"HDAC4|9759",6878,"HDAC4|9759","turquoise",-0.0918892225288085,0.406563820017238,0.159943038858818,0.0181076202232738,0.203918674333309,0.164979260678871,0.00359442323324077,-0.445308113288584,-0.216694352849822,"M1 turquoise|0.4066"
"LRP5|4041",9040,"LRP5|4041","turquoise",-0.035427642747145,0.406635256495827,0.160516339099632,0.0144220923571615,0.109058702541779,0.0705042929351493,-0.106153262067859,-0.4100343181099,-0.212371224252037,"M1 turquoise|0.4066"
"PCDHGB5|56101",11277,"PCDHGB5|56101","turquoise",0.000562625144198758,0.406339336110538,-0.000867397451561495,-0.0396884276216416,0.0548760430596508,-0.0367591537437176,-0.156850522216417,-0.340471446860603,-0.298988914951974,"M1 turquoise|0.4063"
"ZNF740|283337",17658,"ZNF740|283337","turquoise",0.237350519387123,0.406035839451371,0.072177847099812,0.0182614247600199,-0.0635508045982599,-0.0420981534113975,0.226181182202517,-0.334102621726464,0.029082975501981,"M1 turquoise|0.406"
"TBC1D24|57465",15208,"TBC1D24|57465","turquoise",0.26501649874708,0.405805549569878,-0.107439477697228,0.095256624487221,-0.14210616865472,-0.0169579736322326,-0.123240603782661,-0.311537714968865,-0.361911653441452,"M1 turquoise|0.4058"
"ETFDH|2110",5158,"ETFDH|2110","turquoise",0.264917590939319,0.405503376882125,-0.247360621432156,-0.140560163273922,-0.277611021893536,-0.221332032507489,-0.236512889486523,-0.275195856613176,-0.0975748167083374,"M1 turquoise|0.4055"
"TMEM38B|55151",15732,"TMEM38B|55151","turquoise",0.0786614317063992,0.405466611386524,-0.0605330385882747,0.0650353374513543,0.0908076464773473,0.0183588219421169,-0.287316644458166,-0.437794535903912,-0.21260016583375,"M1 turquoise|0.4055"
"NSL1|25936",10739,"NSL1|25936","turquoise",0.136352108530992,0.405353461159878,-0.0631586533196227,-0.0135480040591368,-0.0146524650572983,-0.150837717146534,-0.325926651591393,-0.327005395433557,-0.0980388025795345,"M1 turquoise|0.4054"
"ANKRD32|84250",642,"ANKRD32|84250","turquoise",0.427734828440195,0.405309216239573,-0.145476552594264,0.0915841096529562,-0.120680261776307,-0.0538740163865583,-0.0366456757601847,-0.375500538655734,-0.000380713101104192,"M1 turquoise|0.4053"
"BCORL1|63035",1350,"BCORL1|63035","turquoise",-0.153601517498849,0.405248157299658,0.269860841485863,0.163889996096051,0.231618611526408,0.173167173450198,-0.1089862726809,-0.441317228343769,-0.507828704557807,"M1 turquoise|0.4052"
"CCDC55|84081",2822,"CCDC55|84081","turquoise",0.0885740960395721,0.405217106790035,-0.000583896993223797,0.0436323714955314,0.00721693193219721,-0.0293441492109673,-0.120487671225501,-0.373302820274843,-0.061882207734136,"M1 turquoise|0.4052"
"DYNLL2|140735",4731,"DYNLL2|140735","turquoise",-0.121962410309599,0.405167984178689,-0.108237451101457,-0.189833675923319,0.0233989339876752,-0.178030115364953,-0.293606246989276,-0.307807481273059,-0.416791072452284,"M1 turquoise|0.4052"
"EHBP1|23301",4860,"EHBP1|23301","turquoise",0.141773606891679,0.405071252616571,-0.259784852188705,-0.0925147389374779,0.0225240067937998,-0.000698244923536356,-0.180784810376149,-0.361833270207943,-0.122993072354453,"M1 turquoise|0.4051"
"HINT3|135114",6980,"HINT3|135114","turquoise",-0.0558833910619253,0.405109186508717,-0.173531427772422,-0.0779326562091872,0.0790082772374835,-0.0976147851941027,-0.385965771594205,-0.406752239745929,-0.327031715253923,"M1 turquoise|0.4051"
"HSPA14|51182",7272,"HSPA14|51182","turquoise",0.414601236063231,0.404878731089319,-0.181513442296419,0.0893938950351175,-0.26484094127544,-0.134314648597768,-0.123734566606964,-0.31064496031945,-0.168755074744406,"M1 turquoise|0.4049"
"NOLC1|9221",10603,"NOLC1|9221","turquoise",0.178949567867918,0.404932303658075,-0.254587630509027,-0.148622068961654,-0.280765969253963,-0.324535258555505,-0.242273070462015,-0.323330612059741,0.058815071477348,"M1 turquoise|0.4049"
"SLC7A1|6541",14341,"SLC7A1|6541","turquoise",0.0492899934878171,0.404928589586851,-0.313536966303733,-0.22389280834276,-0.17443768997957,-0.318998871632613,-0.300309977910916,-0.349369399849898,-0.103544383910699,"M1 turquoise|0.4049"
"PPIL4|85313",12035,"PPIL4|85313","turquoise",0.0601441288102041,0.404628638334483,-0.000432523955432563,0.0210025674473224,0.0174519830304649,-0.00976665126458418,-0.140271655538274,-0.404933033631525,-0.100290352725377,"M1 turquoise|0.4046"
"ZNF667|63934",17608,"ZNF667|63934","turquoise",0.422707043222546,0.404537044799245,-0.232763072431047,-0.0943419323342966,-0.275905731317196,-0.151889116072897,0.313045176518935,-0.25046879196642,0.160370543211658,"M1 turquoise|0.4045"
"PPYR1|5540",12125,"PPYR1|5540","turquoise",-0.0528386822866332,0.404250822865014,-0.0619327168774602,-0.203060674404245,-0.0987775317506394,-0.267789895466678,-0.255857859325192,-0.319460108282492,-0.149776113427589,"M1 turquoise|0.4043"
"NCAPD2|9918",10254,"NCAPD2|9918","turquoise",0.384544047983987,0.404228844816259,0.133870453175664,0.134284381530828,0.0344287172331122,0.0905628985385485,-0.021225596688727,-0.368111775700422,-0.0397947727711581,"M1 turquoise|0.4042"
"GOLT1B|51026",6458,"GOLT1B|51026","turquoise",0.14414331174886,0.403879919042667,-0.215340921646196,-0.14026020737946,-0.174629881309805,-0.221697076092016,-0.434341253902395,-0.318764868371001,-0.144912225021041,"M1 turquoise|0.4039"
"HSP90AB2P|391634",7265,"HSP90AB2P|391634","turquoise",0.179692683476541,0.403695054123376,-0.145844606394772,-0.0616289092763781,-0.1120074696702,-0.104842858539279,-0.180255102598565,-0.316826267230205,-0.1653971508829,"M1 turquoise|0.4037"
"NCSTN|23385",10329,"NCSTN|23385","turquoise",-0.0937737599948941,0.403506075787176,-0.144552790147966,-0.190091785962447,-0.0878894154613247,-0.286563976820267,-0.496723927590873,-0.293959613659504,-0.289327288008994,"M1 turquoise|0.4035"
"RNF144A|9781",13091,"RNF144A|9781","turquoise",0.21732522339484,0.403537129097697,-0.396011313691409,-0.242698757037106,-0.382966056825955,-0.271923673692938,-0.143338905164976,-0.278344866045478,0.0218561589972058,"M1 turquoise|0.4035"
"ARHGAP18|93663",845,"ARHGAP18|93663","turquoise",0.0620657145553513,0.403162744391312,0.0322322250083689,0.055068289270986,-0.0480661430166432,-0.0702746308133269,-0.283615244578593,-0.392751461856241,-0.170718950084202,"M1 turquoise|0.4032"
"MTO1|25821",10012,"MTO1|25821","turquoise",-0.0485925556087883,0.40318203475264,0.156288922563537,0.0819284056798473,0.154435690153318,0.00774091592444296,-0.1022691589072,-0.378052839083879,-0.194063339221285,"M1 turquoise|0.4032"
"FAM157A|728262",5352,"FAM157A|728262","turquoise",0.0240660321695875,0.402781864271512,0.111376205388039,0.10001755474144,0.00943880521360642,-0.0024558911799115,0.18752935973664,-0.353549089687417,-0.315124923771919,"M1 turquoise|0.4028"
"ELOVL5|60481",4965,"ELOVL5|60481","turquoise",0.141252243045727,0.402609024522737,-0.295638198817729,-0.320722275980567,-0.270833532850482,-0.396829965684457,-0.388486880251301,-0.260433376088003,-0.14102962715605,"M1 turquoise|0.4026"
"DNAJC14|85406",4523,"DNAJC14|85406","turquoise",0.208039788314781,0.402344859094236,-0.259173407504008,-0.187312798313024,-0.314005428856953,-0.313630010364297,-0.212393989237805,-0.196773807492939,-0.147186067834633,"M1 turquoise|0.4023"
"EIF5|1983",4927,"EIF5|1983","turquoise",0.168835208392445,0.402259438517883,0.0337480117242444,0.027944102951829,-0.00739081647812854,-0.0537891418286207,-0.157151496280031,-0.369621366632747,-0.121326907389425,"M1 turquoise|0.4023"
"PPP2R3A|5523",12097,"PPP2R3A|5523","turquoise",-0.0284569709742241,0.402274049088657,0.101656974048401,0.219640704667172,0.310381357433599,0.248627129698734,-0.343144393831304,-0.479992345833791,-0.47742399147367,"M1 turquoise|0.4023"
"KIAA0182|23199",7980,"KIAA0182|23199","turquoise",0.240488827204951,0.402130476528463,-0.354465839215548,-0.259645715139371,-0.270684337331921,-0.295188686063517,-0.104010687661951,-0.271527976988413,-0.115632124196244,"M1 turquoise|0.4021"
"ZFP1|162239",17166,"ZFP1|162239","turquoise",0.0250282433608503,0.40200164710375,0.106910402380738,0.135043906002416,0.247034301687261,0.138655616608298,-0.343711824317933,-0.412473808240786,-0.263988969105782,"M1 turquoise|0.402"
"C3orf38|285237",2222,"C3orf38|285237","turquoise",0.223882483810459,0.401653831593979,-0.0908326541743656,0.0879779596982884,-0.0845815075553091,-0.0300636120666078,-0.414642216174134,-0.366705643219285,-0.184432586083505,"M1 turquoise|0.4017"
"ZNF555|148254",17522,"ZNF555|148254","turquoise",-0.0300103829802827,0.401605123847303,0.270375660018425,0.178292061931518,0.220534733718827,0.0856731518388174,-0.0555544732772393,-0.378862403923482,-0.228356212636379,"M1 turquoise|0.4016"
"SUN1|23353",15015,"SUN1|23353","turquoise",0.331667613933932,0.401515686462193,0.0156017862208891,0.0731390332163671,-0.0915728167282832,0.114259454288904,0.311011171482699,-0.374461416734815,-0.0507393131071519,"M1 turquoise|0.4015"
"RHOBTB3|22836",12986,"RHOBTB3|22836","turquoise",-0.0901770685518424,0.401214704471548,-0.11586381029576,-0.157420649465439,0.0678198004166863,-0.180039327223779,-0.267141968613661,-0.396977218544758,-0.155883841384781,"M1 turquoise|0.4012"
"STYX|6815",14984,"STYX|6815","turquoise",0.225635032404719,0.401177307972134,-0.0780425383902222,0.174765850214029,0.0263019705399146,0.0759521112374763,-0.371773189583046,-0.44078390232378,-0.133192931892718,"M1 turquoise|0.4012"
"FBXO36|130888",5647,"FBXO36|130888","turquoise",0.148947055384958,0.401129384510738,-0.201064502544813,-0.12095475037638,-0.132353345639188,-0.191368360006927,-0.316232789520432,-0.247938979494165,-0.23757389101991,"M1 turquoise|0.4011"
"SERBP1|26135",13747,"SERBP1|26135","turquoise",0.236492500910856,0.401108212340715,-0.29280064836986,-0.19970990460194,-0.210242175478434,-0.261646454902908,-0.395159901042616,-0.323891393668801,0.222161394531285,"M1 turquoise|0.4011"
"RAI1|10743",12671,"RAI1|10743","turquoise",-0.00790918974661598,0.400428548848627,0.271466992542251,0.150080660579885,0.146733946111989,0.142322623218364,0.112436524694067,-0.423937346766606,-0.450859745296286,"M1 turquoise|0.4004"
"USP30|84749",16601,"USP30|84749","turquoise",0.0498034865431105,0.400092153407208,-0.0489501433713923,-0.105820985278466,-0.0366987157007109,-0.15777797618835,-0.111326926562642,-0.314441799136141,-0.362743598237984,"M1 turquoise|0.4001"
"C11orf90|387804",1628,"C11orf90|387804","turquoise",-0.0503342121664604,0.399908579792503,0.237091668231011,0.129999607563969,0.180296221179546,0.150501522052939,-0.0755727738899883,-0.416858481770968,-0.273641445410373,"M1 turquoise|0.3999"
"CLPB|81570",3519,"CLPB|81570","turquoise",0.424904102915304,0.399932212810421,-0.317744349658785,-0.109919567460217,-0.379570597559153,-0.225556770096838,-0.295953015165823,-0.251193554654964,-0.103642992793198,"M1 turquoise|0.3999"
"GTF2H1|2965",6727,"GTF2H1|2965","turquoise",0.135364193291293,0.399808866499214,-0.0670687072592952,0.0150895864629371,-0.0631504870119404,-0.0794275459681714,-0.193142113204567,-0.366029195811852,-0.0823889773125922,"M1 turquoise|0.3998"
"TNFRSF11A|8792",15846,"TNFRSF11A|8792","turquoise",-0.0137524681713576,0.399668468864625,0.277828601068873,0.241030255296718,0.132798100927639,0.121901461398773,-0.150325756098626,-0.436334108091736,-0.35505355134685,"M1 turquoise|0.3997"
"ZNF441|126068",17445,"ZNF441|126068","turquoise",0.0643821276114729,0.399743062981794,0.0817228343977945,0.186991889405,0.125229738437666,0.108327849240855,0.0582975321861892,-0.345596621747119,-0.305102217630437,"M1 turquoise|0.3997"
"LOC220429|220429",8714,"LOC220429|220429","turquoise",0.0658716605258643,0.399324441525287,-0.0734547732040545,-0.0116422688872908,-0.0594142421490475,-0.103454280547553,-0.224945309771194,-0.355833536770409,-0.315384568283878,"M1 turquoise|0.3993"
"KIAA0892|23383",8018,"KIAA0892|23383","turquoise",0.0221357910776253,0.39879930946681,0.184793042977479,0.0415714222363705,0.0306519685285036,0.0435942624720297,0.324656835695835,-0.354706086164253,-0.249261581101272,"M1 turquoise|0.3988"
"TPI1P2|286016",15964,"TPI1P2|286016","turquoise",0.142875526689146,0.398836925770455,-0.112271392341276,-0.046637833175043,-0.115734297838165,-0.158468145343872,-0.338498253591136,-0.276539021632241,-0.318692993827059,"M1 turquoise|0.3988"
"IRAK1BP1|134728",7642,"IRAK1BP1|134728","turquoise",0.0364069835294707,0.398684256004731,0.128316714649681,0.0613831235777691,0.175638992599414,0.106590648524965,-0.0920531305535845,-0.403213773974853,-0.0429341959297937,"M1 turquoise|0.3987"
"SCN8A|6334",13592,"SCN8A|6334","turquoise",0.0560103849980556,0.398555070034168,0.275606723766738,0.216895366083939,0.0712684060008371,0.128240392131307,0.189833418266364,-0.363688074335442,-0.345593784221149,"M1 turquoise|0.3986"
"SF3B3|23450",13819,"SF3B3|23450","turquoise",0.0297631415885628,0.398604519040396,0.103287703108468,0.0228924779131132,0.0656734246353086,-0.0215389824922448,-0.218609223867265,-0.373775773899166,-0.18520444976027,"M1 turquoise|0.3986"
"TMC5|79838",15562,"TMC5|79838","turquoise",0.0516715244376607,0.398539860715972,0.0372533391920554,0.0206484167591495,-0.107921776697285,-0.11889965063273,-0.190116627374262,-0.370803759885822,-0.133858803868023,"M1 turquoise|0.3985"
"PHLDB2|90102",11560,"PHLDB2|90102","turquoise",-0.0571984479778165,0.398363185046867,0.194398218138457,0.090253356038928,0.212124400353131,0.21707687175839,-0.106433058198086,-0.446998921999236,-0.192777641378387,"M1 turquoise|0.3984"
"ZNF646|9726",17597,"ZNF646|9726","turquoise",0.117245189816321,0.398443044710794,0.118746419714652,0.0440210397338402,-0.0036290737787996,-0.00609838797344382,0.210902077556977,-0.315143631543907,-0.173595911305783,"M1 turquoise|0.3984"
"GBF1|8729",6177,"GBF1|8729","turquoise",-0.111756253564358,0.398272525542518,-0.0729366460496956,-0.11720920554803,-0.0558765957842931,-0.20609563736461,-0.254067235207406,-0.310635225945628,-0.449557185077287,"M1 turquoise|0.3983"
"PLEKHH1|57475",11782,"PLEKHH1|57475","turquoise",0.057881989875359,0.398276864891245,-0.281832462313765,-0.329332735661626,-0.355927941882357,-0.444721943035968,0.095994256763369,-0.234401863592949,-0.0957619651477261,"M1 turquoise|0.3983"
"SEC16A|9919",13657,"SEC16A|9919","turquoise",0.173108783024763,0.398338711251182,-0.357794999966789,-0.271624334249261,-0.460231945767359,-0.363838375532859,-0.264051077268498,-0.201003802733894,-0.213585321776354,"M1 turquoise|0.3983"
"BEND4|389206",1365,"BEND4|389206","turquoise",0.0652249154784795,0.398030761012464,-0.43786635723317,-0.357542941172134,-0.308592003042314,-0.423232315650723,-0.215482633114558,-0.235074053304115,-0.0224108157373274,"M1 turquoise|0.398"
"FMR1|2332",5892,"FMR1|2332","turquoise",0.0172498577771331,0.39797180535709,0.193749973382226,0.298306720664345,0.22408923681209,0.280067463783311,-0.012682686953234,-0.453551529820026,-0.355472914838998,"M1 turquoise|0.398"
"INTS6|26512",7604,"INTS6|26512","turquoise",-0.119488355996449,0.397943728558364,0.0644085811280824,-0.0435344014687163,0.043365803461826,-0.0680915772184227,-0.171344178566885,-0.396877088336775,-0.258703505363694,"M1 turquoise|0.3979"
"ZNF398|57541",17417,"ZNF398|57541","turquoise",0.0874340274109363,0.397839194533271,0.0455758368778526,0.030812668855675,-0.00716904572975377,-0.0356413895020524,-0.161115459519062,-0.334826394040829,-0.213459588622981,"M1 turquoise|0.3978"
"PCDHGB2|56103",11274,"PCDHGB2|56103","turquoise",0.153425379621008,0.397554942998459,-0.0311758997136662,0.139914471047647,-0.0187305311357922,0.0617083468394947,-0.19134167515411,-0.331968312690499,-0.321978582322945,"M1 turquoise|0.3976"
"ZNF252|286101",17324,"ZNF252|286101","turquoise",0.150966506701183,0.397552316538631,-0.192663926004637,-0.0664746859546073,-0.134132538370375,-0.244427939208355,-0.265348747698863,-0.325064658962653,-0.217613091524619,"M1 turquoise|0.3976"
"FAM8A1|51439",5549,"FAM8A1|51439","turquoise",0.00422177677052931,0.397436720960784,-0.0977082199789653,-0.00670425853335949,0.1663813946139,0.0430163343409023,-0.39188382720104,-0.441353458900813,-0.168675355561186,"M1 turquoise|0.3974"
"FAM161A|84140",5360,"FAM161A|84140","turquoise",0.257387368733309,0.397181399297715,-0.0310997937261982,0.0289287354031223,-0.0186499001458634,0.0315473428338296,0.00844248420055725,-0.365218888477651,-0.0224579064737871,"M1 turquoise|0.3972"
"TMEM33|55161",15728,"TMEM33|55161","turquoise",0.0665299440719331,0.397218591864853,-0.342677827459814,-0.26213761301164,-0.241985786873175,-0.373226129130503,-0.577245008960014,-0.282025055981962,-0.176185212170652,"M1 turquoise|0.3972"
"LOC728640|728640",8928,"LOC728640|728640","turquoise",0.200011167898454,0.397107765235221,-0.247623362113908,-0.170702732439691,-0.261362535768022,-0.240543277571136,-0.162228886201841,-0.313449468603216,-0.0240519708478561,"M1 turquoise|0.3971"
"SHPK|23729",13958,"SHPK|23729","turquoise",-0.0151412015817154,0.396954880352858,-0.00577360697419363,-0.0733963870607023,-0.0627965650817599,-0.161638934338245,-0.178104406966163,-0.351387693081691,-0.263350113037169,"M1 turquoise|0.397"
"TMC1|117531",15558,"TMC1|117531","turquoise",-0.0799889485379881,0.396990554758032,0.243861672644569,0.0254835153842228,0.0984761277796655,-0.0149740601494992,-0.0643612157716108,-0.387608028967311,-0.221000552339358,"M1 turquoise|0.397"
"TMEM144|55314",15632,"TMEM144|55314","turquoise",0.0784363457259903,0.396869640278069,-0.150845992982038,-0.151404358888198,-0.215024297657064,-0.350281620953352,-0.160971869833556,-0.2745871775813,-0.0969067801061366,"M1 turquoise|0.3969"
"TRIM24|8805",16057,"TRIM24|8805","turquoise",0.329311859951752,0.396761262468298,-0.333585370362404,-0.190283549495962,-0.294479448285546,-0.289885301569251,-0.276179650309455,-0.253500832873078,-0.17259512602576,"M1 turquoise|0.3968"
"UBAP2L|9898",16388,"UBAP2L|9898","turquoise",0.366376890070287,0.396383613108986,-0.179531734757838,-0.0584225703229352,-0.286226157316996,-0.0666962649800601,-0.0245530325904705,-0.237681278150389,-0.000860642458480717,"M1 turquoise|0.3964"
"VAMP7|6845",16656,"VAMP7|6845","turquoise",0.314235585709267,0.396298763945184,-0.28257870855665,-0.058932099665642,-0.166435063826622,-0.0920975767319634,-0.539433078318325,-0.312260331953023,-0.209232517077542,"M1 turquoise|0.3963"
"CXorf56|63932",4041,"CXorf56|63932","turquoise",0.200032412370986,0.39614517763358,0.141407620051623,0.219654107672295,0.0868450878793751,0.160748572111891,-0.00774093021632863,-0.367570759626873,-0.244932942179568,"M1 turquoise|0.3961"
"C11orf92|399948",1629,"C11orf92|399948","turquoise",0.19477578847923,0.395957143320117,0.0168479167167866,0.00549233458235191,-0.137142220758434,-0.106156414594453,0.0675899663780052,-0.365549134088522,0.023253404082924,"M1 turquoise|0.396"
"LOC150786|150786",8691,"LOC150786|150786","turquoise",-0.111964047372957,0.395613534965442,-0.267501114279291,-0.287455093112522,-0.218607870584174,-0.377333453631843,-0.193217712360804,-0.282183301302517,-0.233253386671798,"M1 turquoise|0.3956"
"THAP6|152815",15428,"THAP6|152815","turquoise",0.237388917002264,0.395473948263651,-0.337309179004274,-0.208386122033295,-0.274100246992507,-0.289771701458068,-0.0419779522289433,-0.269872375126354,0.102720001839177,"M1 turquoise|0.3955"
"ORC4L|5000",10981,"ORC4L|5000","turquoise",0.187833085397282,0.395326621607504,-0.236012318136006,-0.205311126500285,-0.196486048376478,-0.257363554201003,-0.164651418891134,-0.313490893349801,-0.029995012487189,"M1 turquoise|0.3953"
"ZNF397OS|100101467",17416,"ZNF397OS|100101467","turquoise",-0.0772934023917374,0.394602840076243,-0.00561911671928624,-0.0975299573819893,0.0167153550752223,-0.181248364178671,0.230562569127512,-0.329760055382169,-0.180061843729973,"M1 turquoise|0.3946"
"NDST2|8509",10344,"NDST2|8509","turquoise",-0.0166565674202057,0.394404620458739,0.129685151069502,0.150525204020538,-0.0269486731349726,-0.011411841242531,0.199076861614599,-0.360938898806588,-0.326904999847895,"M1 turquoise|0.3944"
"MAP3K5|4217",9312,"MAP3K5|4217","turquoise",0.0618960788776129,0.39408172154164,0.148633091321882,-0.0465109077554714,-0.075642776899719,-0.00162613143194503,-0.0892036145667757,-0.342933837041172,-0.144490133064996,"M1 turquoise|0.3941"
"DLD|1738",4441,"DLD|1738","turquoise",0.360768260034546,0.393699522090521,-0.226692451651826,-0.117318501623095,-0.165756379000936,-0.181004243999427,-0.395900368103538,-0.330120593081255,-0.046969304212209,"M1 turquoise|0.3937"
"ZNF480|147657",17466,"ZNF480|147657","turquoise",0.358454170308071,0.393359686156138,-0.315113100259179,-0.160317747728032,-0.383859999799968,-0.300981975098951,-0.146961382159951,-0.225980976486434,0.170432419475797,"M1 turquoise|0.3934"
"DZIP3|9666",4747,"DZIP3|9666","turquoise",-0.064937825893476,0.39318393379726,0.148905466211083,0.139517461013622,0.192586477378501,0.0899842856765474,-0.0525979347307244,-0.383530171192974,-0.361814760348366,"M1 turquoise|0.3932"
"GANC|2595",6137,"GANC|2595","turquoise",-0.0638658686612866,0.393198477920555,0.230137767439873,0.20378589019835,0.184899100296727,0.087568975740979,-0.0252041238168155,-0.404469071291977,-0.368189608369874,"M1 turquoise|0.3932"
